"","lemma_morphit","form_1ps_ind","fonroot_1ps_ind","conj","form_3ps_ind","fonroot_3ps_ind","form_1ps_sub","fonroot_1ps_sub","L_morph"
"2108","impegolare","impegolo","impegol","are","impegola","impegol","impegoli","impegol",0
"2109","impelagare","impelago","impelag","are","impelaga","impelag","impelaghi","impelagh",0
"2110","impellicciare","impelliccio","impellittS","are","impelliccia","impellittS","impellicci","impellittS",0
"2111","impennacchiare","impennacchio","impennakki","are","impennacchia","impennakki","impennacchi","impennakk",0
"2112","impennacchiare","impennacchio","impennakki","are","impennacchia","impennakki","impennacchi","impennakki",0
"2113","impennare","impenno","impenn","are","impenna","impenn","impenni","impenn",0
"2114","impepare","impepo","impep","are","impepa","impep","impepi","impep",0
"2115","imperare","impero","imper","are","impera","imper","imperi","imper",0
"2116","imperiare","imperio","imperi","are","imperia","imperi","imperi","imper",0
"2117","imperiare","imperio","imperi","are","imperia","imperi","imperi","imperi",0
"2118","impermeabilizzare","impermeabilizzo","impermeabilizz","are","impermeabilizza","impermeabilizz","impermeabilizzi","impermeabilizz",0
"2119","imperniare","impernio","imperni","are","impernia","imperni","imperni","imperni",0
"2120","imperniare","impernio","imperni","are","impernia","imperni","imperni","impern",0
"2121","impersonare","impersono","imperson","are","impersona","imperson","impersoni","imperson",0
"2122","imperversare","imperverso","impervers","are","imperversa","impervers","imperversi","impervers",0
"2123","impestare","impesto","impest","are","impesta","impest","impesti","impest",0
"2124","impetrare","impetro","impetr","are","impetra","impetr","impetri","impetr",0
"2125","impiagare","impiago","impiag","are","impiaga","impiag","impiaghi","impiagh",0
"2126","impiallacciare","impiallaccio","impiallattS","are","impiallaccia","impiallattS","impiallacci","impiallattS",0
"2127","impiantare","impianto","impiant","are","impianta","impiant","impianti","impiant",0
"2128","impiastrare","impiastro","impiastr","are","impiastra","impiastr","impiastri","impiastr",0
"2129","impiastricciare","impiastriccio","impiastrittS","are","impiastriccia","impiastrittS","impiastricci","impiastrittS",0
"2130","impiccare","impicco","impikk","are","impicca","impikk","impicchi","impikk",0
"2131","impicciare","impiccio","impittS","are","impiccia","impittS","impicci","impittS",0
"2132","impiegare","impiego","impieg","are","impiega","impieg","impieghi","impiegh",0
"2133","impigliare","impiglio","impiLL","are","impiglia","impiLL","impigli","impiLL",0
"2134","impilare","impilo","impil","are","impila","impil","impili","impil",0
"2135","impinguare","impinguo","impingu","are","impingua","impingu","impingui","impingu",0
"2136","impiombare","impiombo","impiomb","are","impiomba","impiomb","impiombi","impiomb",0
"2137","impipare","impipo","impip","are","impipa","impip","impipi","impip",0
"2138","impiumare","impiumo","impium","are","impiuma","impium","impiumi","impium",0
"2139","implementare","implemento","implement","are","implementa","implement","implementi","implement",0
"2140","implicare","implico","implik","are","implica","implik","implichi","implikh",0
"2141","implorare","imploro","implor","are","implora","implor","implori","implor",0
"2142","impollinare","impollino","impollin","are","impollina","impollin","impollini","impollin",0
"2143","impolverare","impolvero","impolver","are","impolvera","impolver","impolveri","impolver",0
"2144","impomatare","impomato","impomat","are","impomata","impomat","impomati","impomat",0
"2145","impopolare","impopolo","impopol","are","impopola","impopol","impopoli","impopol",0
"2146","imporporare","imporporo","imporpor","are","imporpora","imporpor","imporpori","imporpor",0
"2147","importare","importo","import","are","importa","import","importi","import",0
"2148","importunare","importuno","importun","are","importuna","importun","importuni","importun",0
"2149","impossessare","impossesso","impossess","are","impossessa","impossess","impossessi","impossess",0
"2150","impossibilitare","impossibilito","impossibilit","are","impossibilita","impossibilit","impossibiliti","impossibilit",0
"2151","impostare","imposto","impost","are","imposta","impost","imposti","impost",0
"2152","imprecare","impreco","imprek","are","impreca","imprek","imprechi","imprekh",0
"2153","impregnare","impregno","impreNN","are","impregna","impreNN","impregni","impreNN",0
"2154","impressionare","impressiono","impression","are","impressiona","impression","impressioni","impression",0
"2155","imprestare","impresto","imprest","are","impresta","imprest","impresti","imprest",0
"2156","imprigionare","imprigiono","impridGon","are","imprigiona","impridGon","imprigioni","impridGon",0
"2157","improntare","impronto","impront","are","impronta","impront","impronti","impront",0
"2158","improvvisare","improvviso","improvvis","are","improvvisa","improvvis","improvvisi","improvvis",0
"2159","impugnare","impugno","impuNN","are","impugna","impuNN","impugni","impuNN",0
"2160","impuntare","impunto","impunt","are","impunta","impunt","impunti","impunt",0
"2161","impunturare","impunturo","impuntur","are","impuntura","impuntur","impunturi","impuntur",0
"2162","imputare","imputo","imput","are","imputa","imput","imputi","imput",0
"2163","inabilitare","inabilito","inabilit","are","inabilita","inabilit","inabiliti","inabilit",0
"2164","inabissare","inabisso","inabiss","are","inabissa","inabiss","inabissi","inabiss",0
"2165","inalare","inalo","inal","are","inala","inal","inali","inal",0
"2166","inalberare","inalbero","inalber","are","inalbera","inalber","inalberi","inalber",0
"2167","inalveare","inalveo","inalve","are","inalvea","inalve","inalvei","inalve",0
"2168","inamidare","inamido","inamid","are","inamida","inamid","inamidi","inamid",0
"2169","inanellare","inanello","inanell","are","inanella","inanell","inanelli","inanell",0
"2170","inarcare","inarco","inark","are","inarca","inark","inarchi","inarkh",0
"2171","inargentare","inargento","inardGent","are","inargenta","inardGent","inargenti","inardGent",0
"2172","inastare","inasto","inast","are","inasta","inast","inasti","inast",0
"2173","inattivare","inattivo","inattiv","are","inattiva","inattiv","inattivi","inattiv",0
"2174","inaugurare","inauguro","inaugur","are","inaugura","inaugur","inauguri","inaugur",0
"2175","incagliare","incaglio","inkaLL","are","incaglia","inkaLL","incagli","inkaLL",0
"2176","incalcinare","incalcino","inkaltSin","are","incalcina","inkaltSin","incalcini","inkaltSin",0
"2177","incalzare","incalzo","inkalz","are","incalza","inkalz","incalzi","inkalz",0
"2178","incamerare","incamero","inkamer","are","incamera","inkamer","incameri","inkamer",0
"2179","incamiciare","incamicio","inkamitS","are","incamicia","inkamitS","incamici","inkamitS",0
"2180","incamminare","incammino","inkammin","are","incammina","inkammin","incammini","inkammin",0
"2181","incanalare","incanalo","inkanal","are","incanala","inkanal","incanali","inkanal",0
"2182","incantare","incanto","inkant","are","incanta","inkant","incanti","inkant",0
"2183","incappare","incappo","inkapp","are","incappa","inkapp","incappi","inkapp",0
"2184","incappellare","incappello","inkappell","are","incappella","inkappell","incappelli","inkappell",0
"2185","incappottare","incappotto","inkappott","are","incappotta","inkappott","incappotti","inkappott",0
"2186","incappucciare","incappuccio","inkapputtS","are","incappuccia","inkapputtS","incappucci","inkapputtS",0
"2187","incapricciare","incapriccio","inkaprittS","are","incapriccia","inkaprittS","incapricci","inkaprittS",0
"2188","incapsulare","incapsulo","inkapsul","are","incapsula","inkapsul","incapsuli","inkapsul",0
"2189","incarcerare","incarcero","inkartSer","are","incarcera","inkartSer","incarceri","inkartSer",0
"2190","incardinare","incardino","inkardin","are","incardina","inkardin","incardini","inkardin",0
"2191","incaricare","incarico","inkarik","are","incarica","inkarik","incarichi","inkarikh",0
"2192","incarnare","incarno","inkarn","are","incarna","inkarn","incarni","inkarn",0
"2193","incartare","incarto","inkart","are","incarta","inkart","incarti","inkart",0
"2194","incartocciare","incartoccio","inkartottS","are","incartoccia","inkartottS","incartocci","inkartottS",0
"2195","incasellare","incasello","inkasell","are","incasella","inkasell","incaselli","inkasell",0
"2196","incasinare","incasino","inkasin","are","incasina","inkasin","incasini","inkasin",0
"2197","incassare","incasso","inkass","are","incassa","inkass","incassi","inkass",0
"2198","incastonare","incastono","inkaston","are","incastona","inkaston","incastoni","inkaston",0
"2199","incastrare","incastro","inkastr","are","incastra","inkastr","incastri","inkastr",0
"2200","incatenare","incateno","inkaten","are","incatena","inkaten","incateni","inkaten",0
"2201","incatramare","incatramo","inkatram","are","incatrama","inkatram","incatrami","inkatram",0
"2202","incavare","incavo","inkav","are","incava","inkav","incavi","inkav",0
"2203","incavolare","incavolo","inkavol","are","incavola","inkavol","incavoli","inkavol",0
"2204","incazzare","incazzo","inkazz","are","incazza","inkazz","incazzi","inkazz",0
"2205","incendiare","incendio","intSendi","are","incendia","intSendi","incendi","intSendi",0
"2206","incendiare","incendio","intSendi","are","incendia","intSendi","incendi","intSend",0
"2207","incensare","incenso","intSens","are","incensa","intSens","incensi","intSens",0
"2208","incentivare","incentivo","intSentiv","are","incentiva","intSentiv","incentivi","intSentiv",0
"2209","incentrare","incentro","intSentr","are","incentra","intSentr","incentri","intSentr",0
"2210","inceppare","inceppo","intSepp","are","inceppa","intSepp","inceppi","intSepp",0
"2211","incerare","incero","intSer","are","incera","intSer","inceri","intSer",0
"2212","incernierare","incerniero","intSernier","are","incerniera","intSernier","incernieri","intSernier",0
"2213","incespicare","incespico","intSespik","are","incespica","intSespik","incespichi","intSespikh",0
"2214","incettare","incetto","intSett","are","incetta","intSett","incetti","intSett",0
"2215","inchinare","inchino","inkhin","are","inchina","inkhin","inchini","inkhin",0
"2216","inchiodare","inchiodo","inkhiod","are","inchioda","inkhiod","inchiodi","inkhiod",0
"2217","inchiostrare","inchiostro","inkhiostr","are","inchiostra","inkhiostr","inchiostri","inkhiostr",0
"2218","inciampare","inciampo","intSamp","are","inciampa","intSamp","inciampi","intSamp",0
"2219","incinerare","incinero","intSiner","are","incinera","intSiner","incineri","intSiner",0
"2220","incipriare","inciprio","intSipri","are","incipria","intSipri","incipri","intSipri",0
"2221","incipriare","inciprio","intSipri","are","incipria","intSipri","incipri","intSipr",0
"2222","incistare","incisto","intSist","are","incista","intSist","incisti","intSist",0
"2223","incitare","incito","intSit","are","incita","intSit","inciti","intSit",0
"2224","inclinare","inclino","inklin","are","inclina","inklin","inclini","inklin",0
"2225","incoccare","incocco","inkokk","are","incocca","inkokk","incocchi","inkokk",0
"2226","incocciare","incoccio","inkottS","are","incoccia","inkottS","incocci","inkottS",0
"2227","incollare","incollo","inkoll","are","incolla","inkoll","incolli","inkoll",0
"2228","incolonnare","incolonno","inkolonn","are","incolonna","inkolonn","incolonni","inkolonn",0
"2229","incolpare","incolpo","inkolp","are","incolpa","inkolp","incolpi","inkolp",0
"2230","incominciare","incomincio","inkomintS","are","incomincia","inkomintS","incominci","inkomintS",0
"2231","incomodare","incomodo","inkomod","are","incomoda","inkomod","incomodi","inkomod",0
"2232","incontrare","incontro","inkontr","are","incontra","inkontr","incontri","inkontr",0
"2233","incoraggiare","incoraggio","inkoraddG","are","incoraggia","inkoraddG","incoraggi","inkoraddG",0
"2234","incordare","incordo","inkord","are","incorda","inkord","incordi","inkord",0
"2235","incornare","incorno","inkorn","are","incorna","inkorn","incorni","inkorn",0
"2236","incorniciare","incornicio","inkornitS","are","incornicia","inkornitS","incornici","inkornitS",0
"2237","incoronare","incorono","inkoron","are","incorona","inkoron","incoroni","inkoron",0
"2238","incorporare","incorporo","inkorpor","are","incorpora","inkorpor","incorpori","inkorpor",0
"2239","incrementare","incremento","inkrement","are","incrementa","inkrement","incrementi","inkrement",0
"2240","increspare","increspo","inkresp","are","increspa","inkresp","increspi","inkresp",0
"2241","incriminare","incrimino","inkrimin","are","incrimina","inkrimin","incrimini","inkrimin",0
"2242","incrinare","incrino","inkrin","are","incrina","inkrin","incrini","inkrin",0
"2243","incrociare","incrocio","inkrotS","are","incrocia","inkrotS","incroci","inkrotS",0
"2244","incrodare","incrodo","inkrod","are","incroda","inkrod","incrodi","inkrod",0
"2245","incrostare","incrosto","inkrost","are","incrosta","inkrost","incrosti","inkrost",0
"2246","incubare","incubo","inkub","are","incuba","inkub","incubi","inkub",0
"2247","inculcare","inculco","inkulk","are","inculca","inkulk","inculchi","inkulkh",0
"2248","incuneare","incuneo","inkune","are","incunea","inkune","incunei","inkune",0
"2249","incurvare","incurvo","inkurv","are","incurva","inkurv","incurvi","inkurv",0
"2250","indagare","indago","indag","are","indaga","indag","indaghi","indagh",0
"2251","indebitare","indebito","indebit","are","indebita","indebit","indebiti","indebit",0
"2252","indennizzare","indennizzo","indennizz","are","indennizza","indennizz","indennizzi","indennizz",0
"2253","indettare","indetto","indett","are","indetta","indett","indetti","indett",0
"2254","indicare","indico","indik","are","indica","indik","indichi","indikh",0
"2255","indicizzare","indicizzo","inditSizz","are","indicizza","inditSizz","indicizzi","inditSizz",0
"2256","indietreggiare","indietreggio","indietreddG","are","indietreggia","indietreddG","indietreggi","indietreddG",0
"2257","indignare","indigno","indiNN","are","indigna","indiNN","indigni","indiNN",0
"2258","indirizzare","indirizzo","indirizz","are","indirizza","indirizz","indirizzi","indirizz",0
"2259","individualizzare","individualizzo","individualizz","are","individualizza","individualizz","individualizzi","individualizz",0
"2260","individuare","individuo","individu","are","individua","individu","individui","individu",0
"2261","indiziare","indizio","indizi","are","indizia","indizi","indizi","indiz",0
"2262","indiziare","indizio","indizi","are","indizia","indizi","indizi","indizi",0
"2263","indorare","indoro","indor","are","indora","indor","indori","indor",0
"2264","indossare","indosso","indoss","are","indossa","indoss","indossi","indoss",0
"2265","indottrinare","indottrino","indottrin","are","indottrina","indottrin","indottrini","indottrin",0
"2266","indovinare","indovino","indovin","are","indovina","indovin","indovini","indovin",0
"2267","indugiare","indugio","indudG","are","indugia","indudG","indugi","indudG",0
"2268","industrializzare","industrializzo","industrializz","are","industrializza","industrializz","industrializzi","industrializz",0
"2269","industriare","industrio","industri","are","industria","industri","industri","industri",0
