"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","fonroot_noinc_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf"
"522","sdrucire","sdrucisco","sdrutSisko","sdrutSisk","sdrutS","k","ire","sdrutS","tS","sdrucisce","sdrutSiSSe","sdrutSiSS","-","sdruciamo","sdrutSamo","sdrutS","tS","sdrucisca","sdrutSiska","sdrutSisk","k",1,0
"523","seguire","seguo","seguo","segu","segu","-","ire","segu","-","segue","segue","segu","-","seguiamo","seguiamo","segu","-","segua","segua","segu","-",0,1
"524","sentire","sento","sento","sent","sent","-","ire","sent","-","sente","sente","sent","-","sentiamo","sentiamo","sent","-","senta","senta","sent","-",0,1
"525","seppellire","seppellisco","seppellisko","seppellisk","seppell","k","ire","seppell","-","seppellisce","seppelliSSe","seppelliSS","-","seppelliamo","seppelliamo","seppell","-","seppellisca","seppelliska","seppellisk","k",1,0
"526","servire","servo","servo","serv","serv","-","ire","serv","-","serve","serve","serv","-","serviamo","serviamo","serv","-","serva","serva","serv","-",0,1
"527","sfavorire","sfavorisco","sfavorisko","sfavorisk","sfavor","k","ire","sfavor","-","sfavorisce","sfavoriSSe","sfavoriSS","-","sfavoriamo","sfavoriamo","sfavor","-","sfavorisca","sfavoriska","sfavorisk","k",1,0
"528","sfinire","sfinisco","sfinisko","sfinisk","sfin","k","ire","sfin","-","sfinisce","sfiniSSe","sfiniSS","-","sfiniamo","sfiniamo","sfin","-","sfinisca","sfiniska","sfinisk","k",1,0
"529","sfiorire","sfiorisco","sfiorisko","sfiorisk","sfior","k","ire","sfior","-","sfiorisce","sfioriSSe","sfioriSS","-","sfioriamo","sfioriamo","sfior","-","sfiorisca","sfioriska","sfiorisk","k",1,0
"530","sfoltire","sfoltisco","sfoltisko","sfoltisk","sfolt","k","ire","sfolt","-","sfoltisce","sfoltiSSe","sfoltiSS","-","sfoltiamo","sfoltiamo","sfolt","-","sfoltisca","sfoltiska","sfoltisk","k",1,0
"531","sfornire","sfornisco","sfornisko","sfornisk","sforn","k","ire","sforn","-","sfornisce","sforniSSe","sforniSS","-","sforniamo","sforniamo","sforn","-","sfornisca","sforniska","sfornisk","k",1,0
"532","sfuggire","sfuggo","sfuggo","sfugg","sfugg","g","ire","sfuddG","dG","sfugge","sfuddGe","sfuddG","dG","sfuggiamo","sfuddGamo","sfuddG","dG","sfugga","sfugga","sfugg","g",1,0
"533","sgradire","sgradisco","sgradisko","sgradisk","sgrad","k","ire","sgrad","-","sgradisce","sgradiSSe","sgradiSS","-","sgradiamo","sgradiamo","sgrad","-","sgradisca","sgradiska","sgradisk","k",1,0
"534","sgranchire","sgranchisco","sgrankisko","sgrankisk","sgrank","k","ire","sgrank","k","sgranchisce","sgrankiSSe","sgrankiSS","-","sgranchiamo","sgrankiamo","sgrank","k","sgranchisca","sgrankiska","sgrankisk","k",1,0
"535","sgualcire","sgualcisco","sgualtSisko","sgualtSisk","sgualtS","k","ire","sgualtS","tS","sgualcisce","sgualtSiSSe","sgualtSiSS","-","sgualciamo","sgualtSamo","sgualtS","tS","sgualcisca","sgualtSiska","sgualtSisk","k",1,0
"536","sguarnire","sguarnisco","sguarnisko","sguarnisk","sguarn","k","ire","sguarn","-","sguarnisce","sguarniSSe","sguarniSS","-","sguarniamo","sguarniamo","sguarn","-","sguarnisca","sguarniska","sguarnisk","k",1,0
"537","smagrire","smagrisco","smagrisko","smagrisk","smagr","k","ire","smagr","-","smagrisce","smagriSSe","smagriSS","-","smagriamo","smagriamo","smagr","-","smagrisca","smagriska","smagrisk","k",1,0
"538","smaltire","smaltisco","smaltisko","smaltisk","smalt","k","ire","smalt","-","smaltisce","smaltiSSe","smaltiSS","-","smaltiamo","smaltiamo","smalt","-","smaltisca","smaltiska","smaltisk","k",1,0
"539","smarrire","smarrisco","smarrisko","smarrisk","smarr","k","ire","smarr","-","smarrisce","smarriSSe","smarriSS","-","smarriamo","smarriamo","smarr","-","smarrisca","smarriska","smarrisk","k",1,0
"540","smentire","smentisco","smentisko","smentisk","sment","k","ire","sment","-","smentisce","smentiSSe","smentiSS","-","smentiamo","smentiamo","sment","-","smentisca","smentiska","smentisk","k",1,0
"541","sminuire","sminuisco","sminuisko","sminuisk","sminu","k","ire","sminu","-","sminuisce","sminuiSSe","sminuiSS","-","sminuiamo","sminuiamo","sminu","-","sminuisca","sminuiska","sminuisk","k",1,0
"542","snellire","snellisco","snellisko","snellisk","snell","k","ire","snell","-","snellisce","snelliSSe","snelliSS","-","snelliamo","snelliamo","snell","-","snellisca","snelliska","snellisk","k",1,0
"543","sobbollire","sobbollo","sobbollo","sobboll","sobboll","-","ire","sobboll","-","sobbolle","sobbolle","sobboll","-","sobbolliamo","sobbolliamo","sobboll","-","sobbolla","sobbolla","sobboll","-",0,1
"544","soffrire","soffro","soffro","soffr","soffr","-","ire","soffr","-","soffre","soffre","soffr","-","soffriamo","soffriamo","soffr","-","soffra","soffra","soffr","-",0,1
"545","sopire","sopisco","sopisko","sopisk","sop","k","ire","sop","-","sopisce","sopiSSe","sopiSS","-","sopiamo","sopiamo","sop","-","sopisca","sopiska","sopisk","k",1,0
"546","sopperire","sopperisco","sopperisko","sopperisk","sopper","k","ire","sopper","-","sopperisce","sopperiSSe","sopperiSS","-","sopperiamo","sopperiamo","sopper","-","sopperisca","sopperiska","sopperisk","k",1,0
"547","sopravvenire","sopravvengo","sopravvengo","sopravveng","sopravveng","ng","ire","sopravven","-","sopravviene","sopravviene","sopravvien","-","sopravveniamo","sopravveniamo","sopravven","-","sopravvenga","sopravvenga","sopravveng","ng",1,0
"548","sorbire","sorbisco","sorbisko","sorbisk","sorb","k","ire","sorb","-","sorbisce","sorbiSSe","sorbiSS","-","sorbiamo","sorbiamo","sorb","-","sorbisca","sorbiska","sorbisk","k",1,0
"549","sortire","sortisco","sortisko","sortisk","sort","k","ire","sort","-","sortisce","sortiSSe","sortiSS","-","sortiamo","sortiamo","sort","-","sortisca","sortiska","sortisk","k",1,0
"550","sostituire","sostituisco","sostituisko","sostituisk","sostitu","k","ire","sostitu","-","sostituisce","sostituiSSe","sostituiSS","-","sostituiamo","sostituiamo","sostitu","-","sostituisca","sostituiska","sostituisk","k",1,0
"551","sovvenire","sovvengo","sovvengo","sovveng","sovveng","ng","ire","sovven","-","sovviene","sovviene","sovvien","-","sovveniamo","sovveniamo","sovven","-","sovvenga","sovvenga","sovveng","ng",1,0
"552","sovvertire","sovverto","sovverto","sovvert","sovvert","-","ire","sovvert","-","sovverte","sovverte","sovvert","-","sovvertiamo","sovvertiamo","sovvert","-","sovverta","sovverta","sovvert","-",0,1
"553","sparire","sparisco","sparisko","sparisk","spar","k","ire","spar","-","sparisce","spariSSe","spariSS","-","spariamo","spariamo","spar","-","sparisca","spariska","sparisk","k",1,0
"554","spartire","spartisco","spartisko","spartisk","spart","k","ire","spart","-","spartisce","spartiSSe","spartiSS","-","spartiamo","spartiamo","spart","-","spartisca","spartiska","spartisk","k",1,0
"555","spaurire","spaurisco","spaurisko","spaurisk","spaur","k","ire","spaur","-","spaurisce","spauriSSe","spauriSS","-","spauriamo","spauriamo","spaur","-","spaurisca","spauriska","spaurisk","k",1,0
"556","spazientire","spazientisco","spazientisko","spazientisk","spazient","k","ire","spazient","-","spazientisce","spazientiSSe","spazientiSS","-","spazientiamo","spazientiamo","spazient","-","spazientisca","spazientiska","spazientisk","k",1,0
"557","spedire","spedisco","spedisko","spedisk","sped","k","ire","sped","-","spedisce","spediSSe","spediSS","-","spediamo","spediamo","sped","-","spedisca","spediska","spedisk","k",1,0
"558","squittire","squittisco","squittisko","squittisk","squitt","k","ire","squitt","-","squittisce","squittiSSe","squittiSS","-","squittiamo","squittiamo","squitt","-","squittisca","squittiska","squittisk","k",1,0
"559","stabilire","stabilisco","stabilisko","stabilisk","stabil","k","ire","stabil","-","stabilisce","stabiliSSe","stabiliSS","-","stabiliamo","stabiliamo","stabil","-","stabilisca","stabiliska","stabilisk","k",1,0
"560","starnutire","starnutisco","starnutisko","starnutisk","starnut","k","ire","starnut","-","starnutisce","starnutiSSe","starnutiSS","-","starnutiamo","starnutiamo","starnut","-","starnutisca","starnutiska","starnutisk","k",1,0
"561","statuire","statuisco","statuisko","statuisk","statu","k","ire","statu","-","statuisce","statuiSSe","statuiSS","-","statuiamo","statuiamo","statu","-","statuisca","statuiska","statuisk","k",1,0
"562","stecchire","stecchisco","stekkisko","stekkisk","stekk","k","ire","stekk","k","stecchisce","stekkiSSe","stekkiSS","-","stecchiamo","stekkiamo","stekk","k","stecchisca","stekkiska","stekkisk","k",1,0
"563","stizzire","stizzisco","stizzisko","stizzisk","stizz","k","ire","stizz","-","stizzisce","stizziSSe","stizziSS","-","stizziamo","stizziamo","stizz","-","stizzisca","stizziska","stizzisk","k",1,0
"564","stordire","stordisco","stordisko","stordisk","stord","k","ire","stord","-","stordisce","stordiSSe","stordiSS","-","stordiamo","stordiamo","stord","-","stordisca","stordiska","stordisk","k",1,0
"565","stormire","stormisco","stormisko","stormisk","storm","k","ire","storm","-","stormisce","stormiSSe","stormiSS","-","stormiamo","stormiamo","storm","-","stormisca","stormiska","stormisk","k",1,0
"566","stramaledire","stramaledico","stramalediko","stramaledik","stramaledik","k","ire","stramaled","-","stramaledice","stramaleditSe","stramaleditS","tS","stramalediciamo","stramaleditSamo","stramaled","-","stramaledica","stramaledika","stramaledik","k",1,0
"567","striminzire","striminzisco","striminzisko","striminzisk","striminz","k","ire","striminz","-","striminzisce","striminziSSe","striminziSS","-","striminziamo","striminziamo","striminz","-","striminzisca","striminziska","striminzisk","k",1,0
"568","stupidire","stupidisco","stupidisko","stupidisk","stupid","k","ire","stupid","-","stupidisce","stupidiSSe","stupidiSS","-","stupidiamo","stupidiamo","stupid","-","stupidisca","stupidiska","stupidisk","k",1,0
"569","stupire","stupisco","stupisko","stupisk","stup","k","ire","stup","-","stupisce","stupiSSe","stupiSS","-","stupiamo","stupiamo","stup","-","stupisca","stupiska","stupisk","k",1,0
"570","subire","subisco","subisko","subisk","sub","k","ire","sub","-","subisce","subiSSe","subiSS","-","subiamo","subiamo","sub","-","subisca","subiska","subisk","k",1,0
"571","suggerire","suggerisco","suddGerisko","suddGerisk","suddGer","k","ire","suddGer","-","suggerisce","suddGeriSSe","suddGeriSS","-","suggeriamo","suddGeriamo","suddGer","-","suggerisca","suddGeriska","suddGerisk","k",1,0
"572","supplire","supplisco","supplisko","supplisk","suppl","k","ire","suppl","-","supplisce","suppliSSe","suppliSS","-","suppliamo","suppliamo","suppl","-","supplisca","suppliska","supplisk","k",1,0
"573","susseguire","susseguo","susseguo","sussegu","sussegu","-","ire","sussegu","-","sussegue","sussegue","sussegu","-","susseguiamo","susseguiamo","sussegu","-","sussegua","sussegua","sussegu","-",0,1
"574","svanire","svanisco","svanisko","svanisk","svan","k","ire","svan","-","svanisce","svaniSSe","svaniSS","-","svaniamo","svaniamo","svan","-","svanisca","svaniska","svanisk","k",1,0
"575","svelenire","svelenisco","svelenisko","svelenisk","svelen","k","ire","svelen","-","svelenisce","sveleniSSe","sveleniSS","-","sveleniamo","sveleniamo","svelen","-","svelenisca","sveleniska","svelenisk","k",1,0
"576","sveltire","sveltisco","sveltisko","sveltisk","svelt","k","ire","svelt","-","sveltisce","sveltiSSe","sveltiSS","-","sveltiamo","sveltiamo","svelt","-","sveltisca","sveltiska","sveltisk","k",1,0
"577","svenire","svengo","svengo","sveng","sveng","ng","ire","sven","-","sviene","sviene","svien","-","sveniamo","sveniamo","sven","-","svenga","svenga","sveng","ng",1,0
"578","svestire","svesto","svesto","svest","svest","-","ire","svest","-","sveste","sveste","svest","-","svestiamo","svestiamo","svest","-","svesta","svesta","svest","-",0,1
"579","svigorire","svigorisco","svigorisko","svigorisk","svigor","k","ire","svigor","-","svigorisce","svigoriSSe","svigoriSS","-","svigoriamo","svigoriamo","svigor","-","svigorisca","svigoriska","svigorisk","k",1,0
"580","svilire","svilisco","svilisko","svilisk","svil","k","ire","svil","-","svilisce","sviliSSe","sviliSS","-","sviliamo","sviliamo","svil","-","svilisca","sviliska","svilisk","k",1,0
"581","tinnire","tinnisco","tinnisko","tinnisk","tinn","k","ire","tinn","-","tinnisce","tinniSSe","tinniSS","-","tinniamo","tinniamo","tinn","-","tinnisca","tinniska","tinnisk","k",1,0
"582","tornire","tornisco","tornisko","tornisk","torn","k","ire","torn","-","tornisce","torniSSe","torniSS","-","torniamo","torniamo","torn","-","tornisca","torniska","tornisk","k",1,0
"583","tossire","tossisco","tossisko","tossisk","toss","k","ire","toss","-","tossisce","tossiSSe","tossiSS","-","tossiamo","tossiamo","toss","-","tossisca","tossiska","tossisk","k",1,0
"584","tradire","tradisco","tradisko","tradisk","trad","k","ire","trad","-","tradisce","tradiSSe","tradiSS","-","tradiamo","tradiamo","trad","-","tradisca","tradiska","tradisk","k",1,0
"585","tramortire","tramortisco","tramortisko","tramortisk","tramort","k","ire","tramort","-","tramortisce","tramortiSSe","tramortiSS","-","tramortiamo","tramortiamo","tramort","-","tramortisca","tramortiska","tramortisk","k",1,0
"586","trasalire","trasalisco","trasalisko","trasalisk","trasal","k","ire","trasal","-","trasalisce","trasaliSSe","trasaliSS","-","trasaliamo","trasaliamo","trasal","-","trasalisca","trasaliska","trasalisk","k",1,0
"587","trasferire","trasferisco","trasferisko","trasferisk","trasfer","k","ire","trasfer","-","trasferisce","trasferiSSe","trasferiSS","-","trasferiamo","trasferiamo","trasfer","-","trasferisca","trasferiska","trasferisk","k",1,0
"588","trasgredire","trasgredisco","trasgredisko","trasgredisk","trasgred","k","ire","trasgred","-","trasgredisce","trasgrediSSe","trasgrediSS","-","trasgrediamo","trasgrediamo","trasgred","-","trasgredisca","trasgrediska","trasgredisk","k",1,0
"589","trasparire","traspaio","traspaio","traspai","traspai","-","ire","traspar","-","traspare","traspare","traspar","-","traspariamo","traspariamo","traspar","-","traspaia","traspaia","traspai","-",1,0
"590","travestire","travesto","travesto","travest","travest","-","ire","travest","-","traveste","traveste","travest","-","travestiamo","travestiamo","travest","-","travesta","travesta","travest","-",0,1
"591","tripartire","triparto","triparto","tripart","tripart","-","ire","tripart","-","triparte","triparte","tripart","-","tripartiamo","tripartiamo","tripart","-","triparta","triparta","tripart","-",0,1
"592","ubbidire","ubbidisco","ubbidisko","ubbidisk","ubbid","k","ire","ubbid","-","ubbidisce","ubbidiSSe","ubbidiSS","-","ubbidiamo","ubbidiamo","ubbid","-","ubbidisca","ubbidiska","ubbidisk","k",1,0
"593","udire","odo","odo","od","od","-","ire","ud","-","ode","ode","od","-","udiamo","udiamo","ud","-","oda","oda","od","-",0,0
"594","unire","unisco","unisko","unisk","un","k","ire","un","-","unisce","uniSSe","uniSS","-","uniamo","uniamo","un","-","unisca","uniska","unisk","k",1,0
"595","uscire","esco","esko","esk","esk","k","ire","uSS","-","esce","eSSe","eSS","-","usciamo","uSSamo","uSS","-","esca","eska","esk","k",1,0
"596","usufruire","usufruisco","usufruisko","usufruisk","usufru","k","ire","usufru","-","usufruisce","usufruiSSe","usufruiSS","-","usufruiamo","usufruiamo","usufru","-","usufruisca","usufruiska","usufruisk","k",1,0
"597","vagire","vagisco","vadGisko","vadGisk","vadG","k","ire","vadG","dG","vagisce","vadGiSSe","vadGiSS","-","vagiamo","vadGamo","vadG","dG","vagisca","vadGiska","vadGisk","k",1,0
"598","venire","vengo","vengo","veng","veng","ng","ire","ven","-","viene","viene","vien","-","veniamo","veniamo","ven","-","venga","venga","veng","ng",1,0
"599","vestire","vesto","vesto","vest","vest","-","ire","vest","-","veste","veste","vest","-","vestiamo","vestiamo","vest","-","vesta","vesta","vest","-",0,1
"600","zittire","zittisco","zittisko","zittisk","zitt","k","ire","zitt","-","zittisce","zittiSSe","zittiSS","-","zittiamo","zittiamo","zitt","-","zittisca","zittiska","zittisk","k",1,0
